row_type,check,status,critical,evidence,post_hoc,name,arm,seed,split,scope,groups,acquisitions,true_class_support,predicted_class_histogram,confusion_matrix,ce,brier,accuracy,macro_f1,entropy,mean_probability,protocol_verdict
protocol_check,test/O_seed_42/raw_identity,pass,True,Exact identity-aligned raw vectors across all MLP16/O seeds,True,,,,,,,,,,,,,,,,,
protocol_check,test/O_seed_123/raw_identity,pass,True,Exact identity-aligned raw vectors across all MLP16/O seeds,True,,,,,,,,,,,,,,,,,
protocol_check,test/O_seed_456/raw_identity,pass,True,Exact identity-aligned raw vectors across all MLP16/O seeds,True,,,,,,,,,,,,,,,,,
protocol_check,original_p0_to_frozen_source,pass,True,reference/selected_source_validation_windows.npz vs frozen raw reference: exact arrays,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_42/selected_to_export,pass,True,Original selected source NPZ matches frozen source NPZ exactly,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_42/reference_and_observation_config,pass,True,"Actual training config snapshot: common p0 path, architecture, temperature, observation",True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_42/frozen_training_state,pass,True,result_scope.json; exact all-reference-state_dict comparison includes parameters and buffers,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_123/selected_to_export,pass,True,Original selected source NPZ matches frozen source NPZ exactly,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_123/reference_and_observation_config,pass,True,"Actual training config snapshot: common p0 path, architecture, temperature, observation",True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_123/frozen_training_state,pass,True,result_scope.json; exact all-reference-state_dict comparison includes parameters and buffers,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_456/selected_to_export,pass,True,Original selected source NPZ matches frozen source NPZ exactly,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_456/reference_and_observation_config,pass,True,"Actual training config snapshot: common p0 path, architecture, temperature, observation",True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_456/frozen_training_state,pass,True,result_scope.json; exact all-reference-state_dict comparison includes parameters and buffers,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_42/selected_to_export,pass,True,Original selected source NPZ matches frozen source NPZ exactly,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_42/reference_and_observation_config,pass,True,"Actual training config snapshot: common p0 path, architecture, temperature, observation",True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_42/frozen_training_state,pass,True,result_scope.json; exact all-reference-state_dict comparison includes parameters and buffers,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_123/selected_to_export,pass,True,Original selected source NPZ matches frozen source NPZ exactly,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_123/reference_and_observation_config,pass,True,"Actual training config snapshot: common p0 path, architecture, temperature, observation",True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_123/frozen_training_state,pass,True,result_scope.json; exact all-reference-state_dict comparison includes parameters and buffers,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_456/selected_to_export,pass,True,Original selected source NPZ matches frozen source NPZ exactly,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_456/reference_and_observation_config,pass,True,"Actual training config snapshot: common p0 path, architecture, temperature, observation",True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_456/frozen_training_state,pass,True,result_scope.json; exact all-reference-state_dict comparison includes parameters and buffers,True,,,,,,,,,,,,,,,,,
protocol_check,separate_process_restore_record,pass,True,source_verified.json; all declared predictors restored before original test release,True,,,,,,,,,,,,,,,,,
protocol_check,raw_reference/saved_restore_vectors,pass,True,Existing separate-process source predictions: exact probability and stable-log vectors,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_42/saved_restore_vectors,pass,True,Existing separate-process source predictions: exact probability and stable-log vectors,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_123/saved_restore_vectors,pass,True,Existing separate-process source predictions: exact probability and stable-log vectors,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_456/saved_restore_vectors,pass,True,Existing separate-process source predictions: exact probability and stable-log vectors,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_42/saved_restore_vectors,pass,True,Existing separate-process source predictions: exact probability and stable-log vectors,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_123/saved_restore_vectors,pass,True,Existing separate-process source predictions: exact probability and stable-log vectors,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_456/saved_restore_vectors,pass,True,Existing separate-process source predictions: exact probability and stable-log vectors,True,,,,,,,,,,,,,,,,,
protocol_check,prepare/historical_state_guard_execution,pass,True,Existing exit log; frozen_predict checked eval and all state_dict tensors before/after; strict load,True,,,,,,,,,,,,,,,,,
protocol_check,assess/historical_state_guard_execution,pass,True,Existing exit log; frozen_predict checked eval and all state_dict tensors before/after; strict load,True,,,,,,,,,,,,,,,,,
protocol_check,verify-source/historical_state_guard_execution,pass,True,Existing exit log; frozen_predict checked eval and all state_dict tensors before/after; strict load,True,,,,,,,,,,,,,,,,,
protocol_check,test/historical_state_guard_execution,pass,True,Existing exit log; frozen_predict checked eval and all state_dict tensors before/after; strict load,True,,,,,,,,,,,,,,,,,
protocol_check,standalone_restore_parameter_tensor_comparison,unresolved,False,"No standalone pre/post-restore parameter/buffer dump. Functional restore supported by strict state loading, exact saved source vectors, and executed full-state invariance guards; no claim of a newly performed tensor-level restore audit.",True,,,,,,,,,,,,,,,,,
protocol_check,global_split_and_protocol,pass,True,frozen/records.json vs original protocol.csv; no repartition,True,,,,,,,,,,,,,,,,,
protocol_check,validation/literal_observation_labels,pass,True,All saved windows/labels exactly match frozen records and unchanged two-window rule,True,,,,,,,,,,,,,,,,,
protocol_check,validation/physical_groups,pass,True,5 shared physical bearings across all conditions in this partition,True,,,,,,,,,,,,,,,,,
protocol_check,test/literal_observation_labels,pass,True,All saved windows/labels exactly match frozen records and unchanged two-window rule,True,,,,,,,,,,,,,,,,,
protocol_check,test/physical_groups,pass,True,7 shared physical bearings across all conditions in this partition,True,,,,,,,,,,,,,,,,,
protocol_check,reference/development_history,pass,True,Actual development groups equal fit+selection only; disjoint assessment/test,True,,,,,,,,,,,,,,,,,
protocol_check,core/MLP16/seed_42/development_history,pass,True,Actual development groups equal fit+selection only; disjoint assessment/test,True,,,,,,,,,,,,,,,,,
protocol_check,core/MLP16/seed_123/development_history,pass,True,Actual development groups equal fit+selection only; disjoint assessment/test,True,,,,,,,,,,,,,,,,,
protocol_check,core/MLP16/seed_456/development_history,pass,True,Actual development groups equal fit+selection only; disjoint assessment/test,True,,,,,,,,,,,,,,,,,
protocol_check,core/O/seed_42/development_history,pass,True,Actual development groups equal fit+selection only; disjoint assessment/test,True,,,,,,,,,,,,,,,,,
protocol_check,core/O/seed_123/development_history,pass,True,Actual development groups equal fit+selection only; disjoint assessment/test,True,,,,,,,,,,,,,,,,,
protocol_check,core/O/seed_456/development_history,pass,True,Actual development groups equal fit+selection only; disjoint assessment/test,True,,,,,,,,,,,,,,,,,
protocol_check,MLP16_seed_42/assessment_semantics,pass,True,Existing assessment NPZ only: same class order and reserved observations,True,,,,,,,,,,,,,,,,,
protocol_check,O_seed_42/assessment_semantics,pass,True,Existing assessment NPZ only: same class order and reserved observations,True,,,,,,,,,,,,,,,,,
protocol_check,RC_seed_42/assessment_semantics,pass,True,Existing assessment NPZ only: same class order and reserved observations,True,,,,,,,,,,,,,,,,,
protocol_check,temperature_seed42/assessment_semantics,pass,True,Existing assessment NPZ only: same class order and reserved observations,True,,,,,,,,,,,,,,,,,
protocol_check,assessment_raw_identity,pass,True,K4 raw reference exactly equal on independent assessment observations,True,,,,,,,,,,,,,,,,,
summary,,observed,,,True,p0,p0,fixed/reference,validation,condition:0,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.8729446635022761,0.5282528904518441,0.6,0.4333333333333333,0.729567277635981,"[0.0460123280503285, 0.49576904907822616, 0.4582186277210712]",pass_with_limitations
summary,,observed,,,True,p0,p0,fixed/reference,validation,condition:2,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.8872877224162222,0.541205499617501,0.6,0.4333333333333333,0.7335529473992435,"[0.04681690963654945, 0.4948656299710273, 0.4583174607530237]",pass_with_limitations
summary,,observed,,,True,p0,p0,fixed/reference,validation,condition:3,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.875391955152154,0.5336687588323301,0.6,0.4333333333333333,0.7493255810118532,"[0.05636238923581006, 0.47336385667324066, 0.47027375210076566]",pass_with_limitations
summary,,observed,,,True,p0,p0,fixed/reference,validation,source_selection,5,300,"[60, 120, 120]","[0, 120, 180]","[0, 60, 0, 0, 60, 60, 0, 0, 120]",0.8785414470235507,0.5343757163005584,0.6,0.4333333333333333,0.7374819353490262,"[0.04973054230756268, 0.4879995119074979, 0.46226994685828704]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,validation,condition:0,5,100,"[20, 40, 40]","[0, 100, 0]","[0, 20, 0, 0, 40, 0, 0, 40, 0]",1.0251737856864929,0.6225711874173244,0.4,0.19047619047619047,1.0347763081107089,"[0.1924822583422065, 0.4309358137845993, 0.3765819357335568]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,validation,condition:2,5,100,"[20, 40, 40]","[0, 100, 0]","[0, 20, 0, 0, 40, 0, 0, 40, 0]",1.025645850300789,0.6246209838332771,0.4,0.19047619047619047,1.032823601253937,"[0.19077823158353568, 0.43239217072725283, 0.376829606741667]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,validation,condition:3,5,100,"[20, 40, 40]","[0, 100, 0]","[0, 20, 0, 0, 40, 0, 0, 40, 0]",1.0348060229420661,0.6278524952882558,0.4,0.19047619047619047,1.0422654845452368,"[0.20137274786829942, 0.42298468098044395, 0.3756425923109053]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,validation,source_selection,5,300,"[60, 120, 120]","[0, 300, 0]","[0, 60, 0, 0, 120, 0, 0, 120, 0]",1.0285418863097828,0.6250148888462858,0.4000000000000001,0.19047619047619047,1.0366217979699608,"[0.19487774593134713, 0.4287708884974323, 0.37635137826204307]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_123,MLP16,123,validation,condition:0,5,100,"[20, 40, 40]","[0, 80, 20]","[0, 20, 0, 0, 40, 0, 0, 20, 20]",1.02439807087183,0.6258874449552086,0.6000000000000001,0.4444444444444444,1.0280643582050855,"[0.1851157538965345, 0.41946390450000753, 0.39542034879326826]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_123,MLP16,123,validation,condition:2,5,100,"[20, 40, 40]","[0, 60, 40]","[0, 20, 0, 0, 20, 20, 0, 20, 20]",1.023279950618744,0.6266647412174423,0.4,0.3,1.0257408063362465,"[0.1833841760829091, 0.42066733643412596, 0.39594849586486824]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_123,MLP16,123,validation,condition:3,5,100,"[20, 40, 40]","[0, 60, 40]","[0, 20, 0, 0, 20, 20, 0, 20, 20]",1.0344977778196334,0.6310602780621652,0.4,0.3,1.0365769850631101,"[0.1954121561348438, 0.4120993445813655, 0.3924885147809983]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_123,MLP16,123,validation,source_selection,5,300,"[60, 120, 120]","[0, 200, 100]","[0, 60, 0, 0, 80, 40, 0, 60, 60]",1.0273919331034025,0.6278708214116054,0.4666666666666666,0.34814814814814815,1.0301273832014808,"[0.18797069537142913, 0.4174101951718331, 0.3946191198130451]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,validation,condition:0,5,100,"[20, 40, 40]","[0, 60, 40]","[0, 20, 0, 0, 20, 20, 0, 20, 20]",1.028365515470505,0.6282544016850471,0.4,0.3,1.035335938508228,"[0.19367006994783878, 0.41118532434105864, 0.3951446154713631]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,validation,condition:2,5,100,"[20, 40, 40]","[0, 60, 40]","[0, 20, 0, 0, 20, 20, 0, 20, 20]",1.0270939713716507,0.6287532717080075,0.4,0.3,1.0332090721486469,"[0.19199248332530255, 0.4121394784748554, 0.39586805298924455]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,validation,condition:3,5,100,"[20, 40, 40]","[0, 60, 40]","[0, 20, 0, 0, 20, 20, 0, 20, 20]",1.039413542151451,0.6340818284220443,0.4,0.3,1.0433262470309945,"[0.2042734293267131, 0.4036095625162125, 0.3921170200407506]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_456,MLP16,456,validation,source_selection,5,300,"[60, 120, 120]","[0, 180, 120]","[0, 60, 0, 0, 60, 60, 0, 60, 60]",1.0316243429978689,0.6303631672716996,0.4000000000000001,0.3,1.0372904192292898,"[0.19664532753328487, 0.4089781217773757, 0.3943765628337857]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,validation,condition:0,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.9444205228239297,0.577875641775245,0.6,0.4333333333333333,0.9066381596325477,"[0.1610977783659473, 0.43785311192274096, 0.4010491120070219]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,validation,condition:2,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.9548910392075778,0.5837218917084102,0.6,0.4333333333333333,0.9059874291668806,"[0.15960905865766106, 0.44501116380095496, 0.39537978239357474]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,validation,condition:3,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.9458360236883163,0.5679523575592972,0.6,0.4333333333333333,0.9408405762596429,"[0.1825488725863397, 0.4045072817057371, 0.4129438449442385]",pass_with_limitations
summary,,observed,,,True,O_seed_42,O,42,validation,source_selection,5,300,"[60, 120, 120]","[0, 120, 180]","[0, 60, 0, 0, 60, 60, 0, 0, 120]",0.9483825285732745,0.5765166303476508,0.6,0.4333333333333333,0.9178220550196905,"[0.16775190320331604, 0.4291238524764779, 0.40312424644827827]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,validation,condition:0,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.9403129549324512,0.5780152744890946,0.6,0.4333333333333333,0.9412088116932906,"[0.15533465228043503, 0.43421128034591666, 0.4104540637135507]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,validation,condition:2,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.9434953674674034,0.5785032593186857,0.6,0.4333333333333333,0.939391621810121,"[0.1538098120316864, 0.44032951489090894, 0.4058606737852096]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,validation,condition:3,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.9447387976944446,0.5760993552478954,0.6,0.4333333333333333,0.966625726904536,"[0.17349737584590913, 0.40383812099695204, 0.42266450718045234]",pass_with_limitations
summary,,observed,,,True,O_seed_123,O,123,validation,source_selection,5,300,"[60, 120, 120]","[0, 120, 180]","[0, 60, 0, 0, 60, 60, 0, 0, 120]",0.9428490400314331,0.5775392963518918,0.6,0.4333333333333333,0.9490753868026494,"[0.16088061338601026, 0.4261263054112592, 0.4129930815597375]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,validation,condition:0,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.945653548836708,0.5713641231368414,0.6,0.4333333333333333,0.962232606375279,"[0.17418766248971232, 0.3892287199944258, 0.43658362045884125]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,validation,condition:2,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.9490217719972133,0.5720486158493435,0.6,0.4333333333333333,0.961121825883107,"[0.17270074229687452, 0.39315138615667844, 0.4341478811204433]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,validation,condition:3,5,100,"[20, 40, 40]","[0, 40, 60]","[0, 20, 0, 0, 20, 20, 0, 0, 40]",0.9549599465727805,0.5744063684437616,0.6,0.4333333333333333,0.9800441302008907,"[0.19027162129059436, 0.3656838061660529, 0.4440445737540721]",pass_with_limitations
summary,,observed,,,True,O_seed_456,O,456,validation,source_selection,5,300,"[60, 120, 120]","[0, 120, 180]","[0, 60, 0, 0, 60, 60, 0, 0, 120]",0.9498784224689006,0.5726063691433154,0.6,0.4333333333333333,0.9677995208197591,"[0.1790533420257271, 0.38268797077238587, 0.4382586917777859]",pass_with_limitations
summary,,observed,,,True,p0,p0,fixed/reference,test,condition:0,7,140,"[20, 60, 60]","[29, 60, 51]","[0, 20, 0, 9, 0, 51, 20, 40, 0]",1.3049740940332413,0.8675746488113442,0.0,0.0,0.8810410020238805,"[0.16034466837798908, 0.4455614533807552, 0.3940938823457278]",pass_with_limitations
summary,,observed,,,True,p0,p0,fixed/reference,test,condition:1,7,140,"[20, 60, 60]","[76, 23, 41]","[0, 20, 0, 19, 0, 41, 57, 3, 0]",1.4868029475212097,0.9636314669224202,0.0,0.0,0.9436117304616809,"[0.34626917493130466, 0.2542287742719055, 0.3995020523135151]",pass_with_limitations
summary,,observed,,,True,p0,p0,fixed/reference,test,condition:2,7,139,"[20, 60, 59]","[26, 60, 53]","[0, 20, 0, 7, 0, 53, 19, 40, 0]",1.314101200388338,0.8567565830276269,0.0,0.0,0.8786656241262942,"[0.15485468949869638, 0.4475308132350895, 0.3976145011281832]",pass_with_limitations
summary,,observed,,,True,p0,p0,fixed/reference,test,condition:3,7,140,"[20, 60, 60]","[40, 60, 40]","[0, 20, 0, 20, 0, 40, 20, 40, 0]",1.3392418697476387,0.8900054906391636,0.0,0.0,0.8769091952324918,"[0.1813281187371882, 0.42399889922567774, 0.394672984576651]",pass_with_limitations
summary,,observed,,,True,p0,p0,fixed/reference,test,held_out_source,7,419,"[60, 180, 179]","[95, 180, 144]","[0, 60, 0, 36, 0, 144, 59, 120, 0]",1.3194390547230725,0.8714455741593782,0.0,0.0,0.878871940460889,"[0.16550915887129117, 0.43903038861384075, 0.3954604560168539]",pass_with_limitations
summary,,observed,,,True,p0,p0,fixed/reference,test,unseen,7,140,"[20, 60, 60]","[76, 23, 41]","[0, 20, 0, 19, 0, 41, 57, 3, 0]",1.4868029475212097,0.9636314669224202,0.0,0.0,0.9436117304616809,"[0.34626917493130466, 0.2542287742719055, 0.3995020523135151]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,test,condition:0,7,140,"[20, 60, 60]","[0, 140, 0]","[0, 20, 0, 0, 60, 0, 0, 60, 0]",1.0387153203998294,0.632140767835925,0.4285714285714286,0.19999999999999998,1.060661769971052,"[0.21451368683150843, 0.41004642663257473, 0.37543989526374005]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,test,condition:1,7,140,"[20, 60, 60]","[0, 81, 59]","[0, 20, 0, 0, 28, 32, 0, 33, 27]",1.0849640905857085,0.6553422786636556,0.39285714285714285,0.2836482110574726,1.083335238700965,"[0.25712689592369964, 0.3743307869349206, 0.3685423306056432]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,test,condition:2,7,139,"[20, 60, 59]","[0, 139, 0]","[0, 20, 0, 0, 60, 0, 0, 59, 0]",1.0388839686835618,0.6315285335992338,0.42857142857142866,0.20000000000000004,1.059277746324046,"[0.21262058398329226, 0.411662872712639, 0.37571655052496966]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,test,condition:3,7,140,"[20, 60, 60]","[0, 140, 0]","[0, 20, 0, 0, 60, 0, 0, 60, 0]",1.0453150985496387,0.6358902037853458,0.4285714285714286,0.19999999999999998,1.0631653526546465,"[0.2191693294793368, 0.40618089086243075, 0.3746497889714581]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,test,held_out_source,7,419,"[60, 180, 179]","[0, 419, 0]","[0, 60, 0, 0, 180, 0, 0, 179, 0]",1.0409714625443434,0.6331865017401682,0.4285714285714286,0.19999999999999998,1.0610349563165815,"[0.21543453343137905, 0.4092967300692148, 0.3752687449200563]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_42,MLP16,42,test,unseen,7,140,"[20, 60, 60]","[0, 81, 59]","[0, 20, 0, 0, 28, 32, 0, 33, 27]",1.0849640905857085,0.6553422786636556,0.39285714285714285,0.2836482110574726,1.083335238700965,"[0.25712689592369964, 0.3743307869349206, 0.3685423306056432]",pass_with_limitations
summary,,observed,,,True,MLP16_seed_123,MLP16,123,test,condition:0,7,140,"[20, 60, 60]","[0, 88, 52]","[0, 20, 0, 0, 28, 32, 0, 40, 20]",1.0349285053355353,0.6293987475947758,0.3428571428571428,0.24517374517374516,1.0585314954845833,"[0.2117560548973935, 0.3997442738286086, 0.38849968399320345]",pass_with_limitations
